time,TxCnt
2009-10-01,0.0
2009-10-02,1.0
2009-10-03,0.0
2009-10-04,0.0
2009-10-05,0.0
2009-10-06,2.0
2009-10-07,0.0
2009-10-08,0.0
2009-10-09,0.0
2009-10-10,0.0
2009-10-11,0.0
2009-10-12,1.0
2009-10-13,0.0
2009-10-14,0.0
2009-10-15,0.0
2009-10-16,1.0
2009-10-17,0.0
2009-10-18,1.0
2009-10-19,0.0
2009-10-20,1.0
2009-10-21,1.0
2009-10-22,1.0
2009-10-23,0.0
2009-10-24,1.0
2009-10-25,0.0
2009-10-26,0.0
2009-10-27,1.0
2009-10-28,0.0
2009-10-29,2.0
2009-10-30,0.0
2009-10-31,0.0
2009-11-01,0.0
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,1.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-07,0.0
2009-11-08,0.0
2009-11-09,0.0
2009-11-10,3.0
2009-11-11,6.0
2009-11-12,2.0
2009-11-13,1.0
2009-11-14,0.0
2009-11-15,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,2.0
2009-11-20,0.0
2009-11-21,0.0
2009-11-22,0.0
2009-11-23,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-26,0.0
2009-11-27,0.0
2009-11-28,0.0
2009-11-29,0.0
2009-11-30,0.0
2009-12-01,1.0
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,0.0
2009-12-05,1.0
2009-12-06,2.0
2009-12-07,1.0
2009-12-08,1.0
2009-12-09,13.0
2009-12-10,0.0
2009-12-11,2.0
2009-12-12,0.0
2009-12-13,0.0
2009-12-14,5.0
2009-12-15,3.0
2009-12-16,0.0
2009-12-17,3.0
2009-12-18,0.0
2009-12-19,1.0
2009-12-20,1.0
2009-12-21,0.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-25,1.0
2009-12-26,0.0
2009-12-27,1.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-01,2.0
2010-01-02,0.0
2010-01-03,0.0
2010-01-04,2.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.0
2010-01-09,0.0
2010-01-10,0.0
2010-01-11,0.0
2010-01-12,2.0
2010-01-13,2.0
2010-01-14,2.0
2010-01-15,1.0
2010-01-16,1.0
2010-01-17,0.0
2010-01-18,1.0
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,9.0
2010-01-22,3.0
2010-01-23,2.0
2010-01-24,1.0
2010-01-25,4.0
2010-01-26,6.0
2010-01-27,2.0
2010-01-28,2.0
2010-01-29,4.0
2010-01-30,4.0
2010-01-31,2.0
2010-02-01,9.0
2010-02-02,1.0
2010-02-03,2.0
2010-02-04,5.0
2010-02-05,4.0
2010-02-06,14.0
2010-02-07,5.0
2010-02-08,8.0
2010-02-09,3.0
2010-02-10,5.0
2010-02-11,5.0
2010-02-12,5.0
2010-02-13,3.0
2010-02-14,11.0
2010-02-15,9.0
2010-02-16,6.0
2010-02-17,11.0
2010-02-18,7.0
2010-02-19,3.0
2010-02-20,2.0
2010-02-21,4.0
2010-02-22,5.0
2010-02-23,1.0
2010-02-24,6.0
2010-02-25,4.0
2010-02-26,4.0
2010-02-27,3.0
2010-02-28,3.0
2010-03-01,4.0
2010-03-02,5.0
2010-03-03,6.0
2010-03-04,3.0
2010-03-05,2.0
2010-03-06,6.0
2010-03-07,4.0
2010-03-08,5.0
2010-03-09,2.0
2010-03-10,7.0
2010-03-11,3.0
2010-03-12,2.0
2010-03-13,1.0
2010-03-14,2.0
2010-03-15,5.0
2010-03-16,3.0
2010-03-17,3.0
2010-03-18,10.0
2010-03-19,8.0
2010-03-20,12.0
2010-03-21,8.0
2010-03-22,6.0
2010-03-23,13.0
2010-03-24,11.0
2010-03-25,15.0
2010-03-26,16.0
2010-03-27,7.0
2010-03-28,5.0
2010-03-29,12.0
2010-03-30,6.0
2010-03-31,7.0
2010-04-01,9.0
2010-04-02,5.0
2010-04-03,5.0
2010-04-04,12.0
2010-04-05,28.0
2010-04-06,15.0
2010-04-07,11.0
2010-04-08,15.0
2010-04-09,32.0
2010-04-10,41.0
2010-04-11,39.0
2010-04-12,45.0
2010-04-13,21.0
2010-04-14,75.0
2010-04-15,41.0
2010-04-16,31.0
2010-04-17,30.0
2010-04-18,3109.0
2010-04-19,41.0
2010-04-20,38.0
2010-04-21,34.0
2010-04-22,39.0
2010-04-23,50.0
2010-04-24,34.0
2010-04-25,45.0
2010-04-26,49.0
2010-04-27,52.0
2010-04-28,48.0
2010-04-29,32.0
2010-04-30,25.0
2010-05-01,28.0
2010-05-02,27.0
2010-05-03,27.0
2010-05-04,40.0
2010-05-05,26.0
2010-05-06,30.0
2010-05-07,26.0
2010-05-08,25.0
2010-05-09,42.0
2010-05-10,27.0
2010-05-11,19.0
2010-05-12,33.0
2010-05-13,38.0
2010-05-14,31.0
2010-05-15,21.0
2010-05-16,20.0
2010-05-17,35.0
2010-05-18,56.0
2010-05-19,42.0
2010-05-20,35.0
2010-05-21,58.0
2010-05-22,32.0
2010-05-23,98.0
2010-05-24,61.0
2010-05-25,45.0
2010-05-26,64.0
2010-05-27,75.0
2010-05-28,53.0
2010-05-29,60.0
2010-05-30,52.0
2010-05-31,47.0
2010-06-01,48.0
2010-06-02,47.0
2010-06-03,86.0
2010-06-04,44.0
2010-06-05,50.0
2010-06-06,50.0
2010-06-07,51.0
2010-06-08,62.0
2010-06-09,51.0
2010-06-10,59.0
2010-06-11,80.0
2010-06-12,78.0
2010-06-13,72.0
2010-06-14,88.0
2010-06-15,89.0
2010-06-16,48.0
2010-06-17,57.0
2010-06-18,42.0
2010-06-19,67.0
2010-06-20,40.0
2010-06-21,91.0
2010-06-22,73.0
2010-06-23,67.0
2010-06-24,73.0
2010-06-25,57.0
2010-06-26,44.0
2010-06-27,58.0
2010-06-28,75.0
2010-06-29,98.0
2010-06-30,87.0
2010-07-01,76.0
2010-07-02,80.0
2010-07-03,66.0
2010-07-04,58.0
2010-07-05,71.0
2010-07-06,40.0
2010-07-07,66.0
2010-07-08,68.0
2010-07-09,68.0
2010-07-10,42.0
2010-07-11,238.0
2010-07-12,1581.0
2010-07-13,796.0
2010-07-14,5548.0
2010-07-15,711.0
2010-07-16,675.0
2010-07-17,248.0
2010-07-18,248.0
2010-07-19,334.0
2010-07-20,423.0
2010-07-21,247.0
2010-07-22,221.0
2010-07-23,220.0
2010-07-24,700.0
2010-07-25,1591.0
2010-07-26,227.0
2010-07-27,259.0
2010-07-28,2860.0
2010-07-29,619.0
2010-07-30,141.0
2010-07-31,94.0
2010-08-01,124.0
2010-08-02,155.0
2010-08-03,424.0
2010-08-04,193.0
2010-08-05,301.0
2010-08-06,213.0
2010-08-07,113.0
2010-08-08,191.0
2010-08-09,235.0
2010-08-10,151.0
2010-08-11,184.0
2010-08-12,220.0
2010-08-13,247.0
2010-08-14,156.0
2010-08-15,130.0
2010-08-16,298.0
2010-08-17,188.0
2010-08-18,231.0
2010-08-19,190.0
2010-08-20,230.0
2010-08-21,168.0
2010-08-22,153.0
2010-08-23,157.0
2010-08-24,166.0
2010-08-25,149.0
2010-08-26,158.0
2010-08-27,121.0
2010-08-28,170.0
2010-08-29,111.0
2010-08-30,175.0
2010-08-31,254.0
2010-09-01,235.0
2010-09-02,146.0
2010-09-03,155.0
2010-09-04,96.0
2010-09-05,143.0
2010-09-06,125.0
2010-09-07,120.0
2010-09-08,174.0
2010-09-09,204.0
2010-09-10,171.0
2010-09-11,141.0
2010-09-12,199.0
2010-09-13,267.0
2010-09-14,227.0
2010-09-15,261.0
2010-09-16,211.0
2010-09-17,155.0
2010-09-18,165.0
2010-09-19,149.0
2010-09-20,275.0
2010-09-21,631.0
2010-09-22,520.0
2010-09-23,399.0
2010-09-24,268.0
2010-09-25,332.0
2010-09-26,206.0
2010-09-27,350.0
2010-09-28,284.0
2010-09-29,812.0
2010-09-30,215.0
2010-10-01,445.0
2010-10-02,404.0
2010-10-03,235.0
2010-10-04,258.0
2010-10-05,244.0
2010-10-06,231.0
2010-10-07,184.0
2010-10-08,207.0
2010-10-09,245.0
2010-10-10,186.0
2010-10-11,184.0
2010-10-12,195.0
2010-10-13,187.0
2010-10-14,159.0
2010-10-15,152.0
2010-10-16,185.0
2010-10-17,186.0
2010-10-18,328.0
2010-10-19,671.0
2010-10-20,475.0
2010-10-21,350.0
2010-10-22,439.0
2010-10-23,341.0
2010-10-24,344.0
2010-10-25,209.0
2010-10-26,280.0
2010-10-27,353.0
2010-10-28,276.0
2010-10-29,234.0
2010-10-30,174.0
2010-10-31,129.0
2010-11-01,180.0
2010-11-02,101.0
2010-11-03,157.0
2010-11-04,157.0
2010-11-05,221.0
2010-11-06,165.0
2010-11-07,210.0
2010-11-08,241.0
2010-11-09,193.0
2010-11-10,196.0
2010-11-11,172.0
2010-11-12,117.0
2010-11-13,118.0
2010-11-14,164.0
2010-11-15,5457.0
2010-11-16,8121.0
2010-11-17,186.0
2010-11-18,1846.0
2010-11-19,9313.0
2010-11-20,9227.0
2010-11-21,9857.0
2010-11-22,199.0
2010-11-23,184.0
2010-11-24,3844.0
2010-11-25,4745.0
2010-11-26,1089.0
2010-11-27,265.0
2010-11-28,281.0
2010-11-29,247.0
2010-11-30,261.0
2010-12-01,324.0
2010-12-02,259.0
2010-12-03,198.0
2010-12-04,190.0
2010-12-05,192.0
2010-12-06,228.0
2010-12-07,330.0
2010-12-08,282.0
2010-12-09,273.0
2010-12-10,229.0
2010-12-11,367.0
2010-12-12,482.0
2010-12-13,510.0
2010-12-14,470.0
2010-12-15,443.0
2010-12-16,358.0
2010-12-17,294.0
2010-12-18,348.0
2010-12-19,371.0
2010-12-20,769.0
2010-12-21,433.0
2010-12-22,516.0
2010-12-23,362.0
2010-12-24,379.0
2010-12-25,465.0
2010-12-26,439.0
2010-12-27,378.0
2010-12-28,473.0
2010-12-29,383.0
2010-12-30,396.0
2010-12-31,382.0
2011-01-01,473.0
2011-01-02,418.0
2011-01-03,997.0
2011-01-04,842.0
2011-01-05,1161.0
2011-01-06,519.0
2011-01-07,887.0
2011-01-08,1219.0
2011-01-09,1065.0
2011-01-10,1167.0
2011-01-11,1188.0
2011-01-12,988.0
2011-01-13,1102.0
2011-01-14,1080.0
2011-01-15,799.0
2011-01-16,731.0
2011-01-17,655.0
2011-01-18,708.0
2011-01-19,730.0
2011-01-20,749.0
2011-01-21,976.0
2011-01-22,1256.0
2011-01-23,914.0
2011-01-24,1156.0
2011-01-25,714.0
2011-01-26,827.0
2011-01-27,683.0
2011-01-28,961.0
2011-01-29,1156.0
2011-01-30,2612.0
2011-01-31,1055.0
2011-02-01,854.0
2011-02-02,727.0
2011-02-03,641.0
2011-02-04,714.0
2011-02-05,697.0
2011-02-06,684.0
2011-02-07,685.0
2011-02-08,711.0
2011-02-09,1054.0
2011-02-10,1852.0
2011-02-11,2163.0
2011-02-12,1735.0
2011-02-13,1605.0
2011-02-14,1824.0
2011-02-15,1956.0
2011-02-16,1872.0
2011-02-17,2042.0
2011-02-18,1815.0
2011-02-19,1436.0
2011-02-20,1753.0
2011-02-21,1804.0
2011-02-22,1944.0
2011-02-23,2042.0
2011-02-24,1886.0
2011-02-25,1847.0
2011-02-26,1639.0
2011-02-27,2058.0
2011-02-28,1549.0
2011-03-01,2697.0
2011-03-02,1758.0
2011-03-03,3011.0
2011-03-04,1767.0
2011-03-05,1738.0
2011-03-06,1775.0
2011-03-07,1719.0
2011-03-08,2270.0
2011-03-09,1653.0
2011-03-10,1596.0
2011-03-11,1718.0
2011-03-12,2872.0
2011-03-13,2549.0
2011-03-14,2543.0
2011-03-15,2725.0
2011-03-16,3202.0
2011-03-17,3073.0
2011-03-18,2631.0
2011-03-19,2901.0
2011-03-20,3728.0
2011-03-21,5783.0
2011-03-22,2220.0
2011-03-23,4225.0
2011-03-24,2036.0
2011-03-25,1829.0
2011-03-26,3192.0
2011-03-27,2343.0
2011-03-28,2977.0
2011-03-29,2373.0
2011-03-30,1537.0
2011-03-31,1885.0
2011-04-01,1387.0
2011-04-02,1622.0
2011-04-03,1617.0
2011-04-04,2190.0
2011-04-05,1881.0
2011-04-06,1701.0
2011-04-07,1537.0
2011-04-08,1617.0
2011-04-09,1556.0
2011-04-10,1572.0
2011-04-11,1802.0
2011-04-12,1889.0
2011-04-13,2220.0
2011-04-14,2913.0
2011-04-15,1874.0
2011-04-16,1743.0
2011-04-17,2109.0
2011-04-18,2947.0
2011-04-19,3399.0
2011-04-20,2809.0
2011-04-21,1759.0
2011-04-22,1907.0
2011-04-23,2145.0
2011-04-24,2291.0
2011-04-25,2342.0
2011-04-26,3203.0
2011-04-27,4394.0
2011-04-28,2819.0
2011-04-29,3432.0
2011-04-30,4208.0
2011-05-01,3735.0
2011-05-02,2894.0
2011-05-03,2776.0
2011-05-04,2574.0
2011-05-05,3273.0
2011-05-06,3112.0
2011-05-07,3598.0
2011-05-08,2772.0
2011-05-09,3240.0
2011-05-10,2920.0
2011-05-11,2920.0
2011-05-12,3196.0
2011-05-13,3861.0
2011-05-14,4203.0
2011-05-15,3600.0
2011-05-16,4040.0
2011-05-17,4182.0
2011-05-18,5368.0
2011-05-19,4422.0
2011-05-20,4619.0
2011-05-21,4689.0
2011-05-22,5058.0
2011-05-23,5480.0
2011-05-24,5532.0
2011-05-25,6094.0
2011-05-26,6543.0
2011-05-27,4699.0
2011-05-28,4831.0
2011-05-29,4675.0
2011-05-30,5149.0
2011-05-31,5927.0
2011-06-01,6353.0
2011-06-02,6915.0
2011-06-03,8168.0
2011-06-04,8717.0
2011-06-05,8292.0
2011-06-06,9533.0
2011-06-07,8989.0
2011-06-08,11468.0
2011-06-09,12118.0
2011-06-10,11116.0
2011-06-11,10625.0
2011-06-12,12330.0
2011-06-13,10722.0
2011-06-14,13971.0
2011-06-15,12362.0
2011-06-16,12478.0
2011-06-17,11270.0
2011-06-18,11213.0
2011-06-19,11419.0
2011-06-20,10713.0
2011-06-21,9627.0
2011-06-22,11221.0
2011-06-23,10114.0
2011-06-24,10834.0
2011-06-25,9580.0
2011-06-26,10154.0
2011-06-27,11360.0
2011-06-28,10515.0
2011-06-29,9765.0
2011-06-30,9348.0
2011-07-01,10569.0
2011-07-02,7720.0
2011-07-03,8215.0
2011-07-04,9601.0
2011-07-05,8938.0
2011-07-06,10249.0
2011-07-07,8901.0
2011-07-08,8372.0
2011-07-09,7587.0
2011-07-10,8541.0
2011-07-11,10166.0
2011-07-12,8155.0
2011-07-13,8874.0
2011-07-14,8647.0
2011-07-15,8082.0
2011-07-16,8548.0
2011-07-17,8179.0
2011-07-18,8712.0
2011-07-19,9031.0
2011-07-20,8682.0
2011-07-21,7961.0
2011-07-22,8920.0
2011-07-23,7194.0
2011-07-24,8338.0
2011-07-25,9155.0
2011-07-26,8044.0
2011-07-27,7851.0
2011-07-28,8022.0
2011-07-29,7111.0
2011-07-30,5948.0
2011-07-31,8112.0
2011-08-01,8296.0
2011-08-02,8336.0
2011-08-03,7656.0
2011-08-04,8195.0
2011-08-05,7557.0
2011-08-06,6266.0
2011-08-07,6618.0
2011-08-08,7254.0
2011-08-09,9020.0
2011-08-10,8050.0
2011-08-11,7476.0
2011-08-12,7116.0
2011-08-13,7464.0
2011-08-14,7262.0
2011-08-15,8028.0
2011-08-16,9539.0
2011-08-17,7579.0
2011-08-18,7497.0
2011-08-19,7369.0
2011-08-20,6944.0
2011-08-21,7412.0
2011-08-22,7743.0
2011-08-23,7054.0
2011-08-24,7367.0
2011-08-25,7035.0
2011-08-26,7313.0
2011-08-27,6289.0
2011-08-28,5376.0
2011-08-29,8146.0
2011-08-30,7537.0
2011-08-31,7143.0
2011-09-01,6926.0
2011-09-02,7037.0
2011-09-03,5738.0
2011-09-04,7113.0
2011-09-05,6841.0
2011-09-06,7852.0
2011-09-07,6814.0
2011-09-08,6407.0
2011-09-09,7096.0
2011-09-10,5933.0
2011-09-11,6463.0
2011-09-12,6154.0
2011-09-13,6434.0
2011-09-14,6165.0
2011-09-15,6240.0
2011-09-16,6142.0
2011-09-17,5264.0
2011-09-18,5862.0
2011-09-19,6676.0
2011-09-20,7890.0
2011-09-21,7670.0
2011-09-22,5935.0
2011-09-23,6139.0
2011-09-24,5621.0
2011-09-25,5654.0
2011-09-26,5459.0
2011-09-27,5979.0
2011-09-28,5885.0
2011-09-29,5263.0
2011-09-30,5835.0
2011-10-01,5316.0
2011-10-02,4957.0
2011-10-03,6407.0
2011-10-04,5442.0
2011-10-05,5644.0
2011-10-06,5792.0
2011-10-07,5604.0
2011-10-08,5240.0
2011-10-09,5430.0
2011-10-10,5729.0
2011-10-11,5979.0
2011-10-12,5692.0
2011-10-13,4818.0
2011-10-14,5973.0
2011-10-15,5443.0
2011-10-16,4839.0
2011-10-17,5701.0
2011-10-18,4919.0
2011-10-19,4832.0
2011-10-20,4532.0
2011-10-21,5090.0
2011-10-22,5333.0
2011-10-23,5480.0
2011-10-24,5530.0
2011-10-25,5078.0
2011-10-26,5276.0
2011-10-27,4644.0
2011-10-28,4754.0
2011-10-29,5685.0
2011-10-30,4627.0
2011-10-31,5106.0
2011-11-01,5704.0
2011-11-02,5890.0
2011-11-03,6266.0
2011-11-04,6180.0
2011-11-05,5646.0
2011-11-06,4891.0
2011-11-07,5502.0
2011-11-08,5819.0
2011-11-09,6543.0
2011-11-10,6214.0
2011-11-11,5070.0
2011-11-12,4677.0
2011-11-13,5577.0
2011-11-14,5407.0
2011-11-15,6239.0
2011-11-16,5878.0
2011-11-17,4882.0
2011-11-18,4941.0
2011-11-19,4587.0
2011-11-20,4893.0
2011-11-21,4856.0
2011-11-22,5267.0
2011-11-23,5386.0
2011-11-24,4934.0
2011-11-25,5280.0
2011-11-26,4570.0
2011-11-27,4979.0
2011-11-28,5801.0
2011-11-29,6412.0
2011-11-30,6603.0
2011-12-01,6330.0
2011-12-02,5890.0
2011-12-03,5707.0
2011-12-04,5085.0
2011-12-05,6176.0
2011-12-06,7805.0
2011-12-07,6097.0
2011-12-08,5588.0
2011-12-09,5426.0
2011-12-10,5555.0
2011-12-11,5047.0
2011-12-12,4898.0
2011-12-13,5080.0
2011-12-14,5553.0
2011-12-15,5030.0
2011-12-16,4943.0
2011-12-17,4591.0
2011-12-18,4600.0
2011-12-19,5606.0
2011-12-20,6292.0
2011-12-21,5393.0
2011-12-22,5723.0
2011-12-23,5356.0
2011-12-24,4523.0
2011-12-25,5138.0
2011-12-26,5538.0
2011-12-27,4989.0
2011-12-28,4967.0
2011-12-29,4968.0
2011-12-30,4892.0
2011-12-31,5027.0
2012-01-01,4831.0
2012-01-02,5390.0
2012-01-03,5517.0
2012-01-04,5778.0
2012-01-05,6717.0
2012-01-06,6362.0
2012-01-07,5955.0
2012-01-08,6116.0
2012-01-09,6016.0
2012-01-10,6309.0
2012-01-11,7085.0
2012-01-12,6662.0
2012-01-13,6554.0
2012-01-14,6794.0
2012-01-15,6017.0
2012-01-16,6812.0
2012-01-17,6829.0
2012-01-18,6399.0
2012-01-19,6720.0
2012-01-20,6576.0
2012-01-21,6164.0
2012-01-22,5238.0
2012-01-23,6092.0
2012-01-24,7218.0
2012-01-25,7866.0
2012-01-26,6181.0
2012-01-27,6122.0
2012-01-28,5899.0
2012-01-29,6203.0
2012-01-30,5881.0
2012-01-31,6933.0
2012-02-01,6378.0
2012-02-02,6870.0
2012-02-03,7006.0
2012-02-04,7073.0
2012-02-05,6565.0
2012-02-06,6074.0
2012-02-07,6793.0
2012-02-08,6984.0
2012-02-09,7258.0
2012-02-10,8496.0
2012-02-11,7447.0
2012-02-12,6790.0
2012-02-13,8028.0
2012-02-14,9476.0
2012-02-15,9392.0
2012-02-16,9040.0
2012-02-17,6532.0
2012-02-18,6283.0
2012-02-19,5764.0
2012-02-20,6430.0
2012-02-21,6091.0
2012-02-22,6992.0
2012-02-23,8044.0
2012-02-24,6744.0
2012-02-25,6029.0
2012-02-26,5600.0
2012-02-27,6752.0
2012-02-28,6473.0
2012-02-29,6632.0
2012-03-01,6661.0
2012-03-02,7501.0
2012-03-03,5223.0
2012-03-04,6202.0
2012-03-05,6857.0
2012-03-06,6299.0
2012-03-07,6466.0
2012-03-08,6386.0
2012-03-09,6419.0
2012-03-10,5208.0
2012-03-11,4897.0
2012-03-12,6280.0
2012-03-13,7170.0
2012-03-14,6742.0
2012-03-15,6188.0
2012-03-16,6631.0
2012-03-17,6872.0
2012-03-18,5888.0
2012-03-19,6620.0
2012-03-20,6384.0
2012-03-21,6818.0
2012-03-22,6463.0
2012-03-23,6013.0
2012-03-24,6176.0
2012-03-25,6055.0
2012-03-26,6660.0
2012-03-27,6410.0
2012-03-28,6895.0
2012-03-29,7638.0
2012-03-30,6632.0
2012-03-31,6047.0
2012-04-01,5424.0
2012-04-02,6396.0
2012-04-03,7548.0
2012-04-04,7076.0
2012-04-05,6897.0
2012-04-06,6593.0
2012-04-07,5828.0
2012-04-08,5697.0
2012-04-09,6533.0
2012-04-10,8345.0
2012-04-11,7994.0
2012-04-12,7840.0
2012-04-13,7186.0
2012-04-14,7885.0
2012-04-15,7082.0
2012-04-16,8371.0
2012-04-17,7776.0
2012-04-18,8396.0
2012-04-19,7639.0
2012-04-20,8095.0
2012-04-21,7180.0
2012-04-22,6080.0
2012-04-23,7218.0
2012-04-24,7455.0
2012-04-25,7366.0
2012-04-26,10049.0
2012-04-27,6873.0
2012-04-28,7303.0
2012-04-29,7661.0
2012-04-30,9138.0
2012-05-01,10211.0
2012-05-02,9777.0
2012-05-03,13786.0
2012-05-04,14435.0
2012-05-05,12393.0
2012-05-06,11029.0
2012-05-07,18309.0
2012-05-08,17280.0
2012-05-09,17387.0
2012-05-10,13336.0
2012-05-11,16983.0
2012-05-12,18144.0
2012-05-13,15185.0
