time,FeeMedUSD
2012-03-21,0.0
2012-03-22,0.0
2012-03-23,0.0
2012-03-24,0.0
2012-03-25,0.0
2012-03-26,0.0
2012-03-27,0.0
2012-03-28,0.0
2012-03-29,0.0
2012-03-30,0.0
2012-03-31,0.0
2012-04-01,0.0
2012-04-02,0.0
2012-04-03,0.0
2012-04-04,0.0
2012-04-05,0.0
2012-04-06,0.0
2012-04-07,0.0
2012-04-08,0.0
2012-04-09,0.0
2012-04-10,0.0
2012-04-11,0.0
2012-04-12,0.0
2012-04-13,0.0
2012-04-14,0.0
2012-04-15,0.0
2012-04-16,0.0
2012-04-17,0.0
2012-04-18,0.0
2012-04-19,0.0
2012-04-20,0.0
2012-04-21,0.0
2012-04-22,0.0
2012-04-23,0.0
2012-04-24,0.0
2012-04-25,0.0
2012-04-26,0.0025487096428988896
2012-04-27,0.0
2012-04-28,0.0
2012-04-29,0.0
2012-04-30,0.0024710584050262998
2012-05-01,0.002493568613676215
2012-05-02,0.0025267186769433103
2012-05-03,0.002559436489479835
2012-05-04,0.0025427535441262398
2012-05-05,0.0025283197822910603
2012-05-06,0.0025239003864699
2012-05-07,0.00253377793351841
2012-05-08,0.002511733211426065
2012-05-09,0.00252065311776739
2012-05-10,0.002463744359877265
2012-05-11,0.00248185498874927
2012-05-12,0.0024732661174751602
2012-05-13,0.002472397526884865
2012-05-14,0.0025057179609877253
2012-05-15,0.002516820200175335
2012-05-16,0.002543892254529515
2012-05-17,0.00254483084322034
2012-05-18,0.0025591507413793104
2012-05-19,0.0025562729056107553
2012-05-20,0.002547100484219755
2012-05-21,0.0025471106550262997
2012-05-22,0.002544569594389245
2012-05-23,0.00256442944988311
2012-05-24,0.00255957887960257
2012-05-25,0.00256863840327294
2012-05-26,0.00255198940239626
2012-05-27,0.002567308067504385
2012-05-28,0.00256816270952659
2012-05-29,0.00257423534891876
2012-05-30,0.00256913228462887
2012-05-31,0.00259081986060783
2012-06-01,0.00263347187901812
2012-06-02,0.002621819530099355
2012-06-03,0.0026063524924021053
2012-06-04,0.00262938292869667
2012-06-05,0.0027130071474284053
2012-06-06,0.002723084710987725
2012-06-07,0.002793584904880185
2012-06-08,0.00281126455084746
2012-06-09,0.002778501167738165
2012-06-10,0.00272894678462887
2012-06-11,0.002793498490794855
2012-06-12,0.002863745649327875
2012-06-13,0.0029546506618936303
2012-06-14,0.00298101159102864
2012-06-15,0.0032616903595850404
2012-06-16,0.00322207914114553
2012-06-17,0.0030999832440093502
2012-06-18,0.0031554223343074252
2012-06-19,0.00324741335797779
2012-06-20,0.003346775527761545
2012-06-21,0.0033361312518994752
2012-06-22,0.00328188084891876
2012-06-23,0.00322377084453536
2012-06-24,0.0031752470192869652
2012-06-25,0.003158736815020455
2012-06-26,0.003216430414377555
2012-06-27,0.00330785670075979
2012-06-28,0.00329503231648159
2012-06-29,0.0033293883785797803
2012-06-30,0.0033402138115137354
2012-07-01,0.00331343004617183
2012-07-02,0.0033717390254237303
2012-07-03,0.00322499620163647
2012-07-04,0.00325741766656926
2012-07-05,0.00332119930216248
2012-07-06,0.0033360905946814754
2012-07-07,0.003404136855932205
2012-07-08,0.0033981588439509053
2012-07-09,0.00351619794301578
2012-07-10,0.003589290017825835
2012-07-11,0.0035925738945061353
2012-07-12,0.00377796782510228
2012-07-13,0.003815460627995325
2012-07-14,0.0037900645891291653
2012-07-15,0.003813617429865575
2012-07-16,0.004246702838690825
2012-07-17,0.00437599242752776
2012-07-18,0.0045475963430742245
2012-07-19,0.004439766706750435
2012-07-20,0.004266225339567505
2012-07-21,0.004437822920514319
2012-07-22,0.00425328127206312
2012-07-23,0.004265605634716539
2012-07-24,0.0042872925853302156
2012-07-25,0.004384673636469901
2012-07-26,0.0044378825230859155
2012-07-27,0.004445729947106955
2012-07-28,0.004421280447106955
2012-07-29,0.004373840329631795
2012-07-30,0.004544158624488605
2012-07-31,0.004660499201052015
2012-08-01,0.004784010451928695
2012-08-02,0.005275519848042099
2012-08-03,0.0054579323733197
2012-08-04,0.00545985744038575
2012-08-05,0.0054025586887785
2012-08-06,0.0054347232508767
2012-08-07,0.00547063972004675
2012-08-08,0.00553519579836355
2012-08-09,0.0055518623720047
2012-08-10,0.00572378440225015
2012-08-11,0.00577126776358855
2012-08-12,0.00579627619491525
2012-08-13,0.00599248149517825
2012-08-14,0.0060935487405026495
2012-08-15,0.0065850386769433
2012-08-16,0.00672539541233195
2012-08-17,0.00603850277118645
2012-08-18,0.005788753582407951
2012-08-19,0.0039153109209526605
2012-08-20,0.004989938324371715
2012-08-21,0.00495149100905903
2012-08-22,0.0048862772893045
2012-08-23,0.005044328713033301
2012-08-24,0.0052970212971945995
2012-08-25,0.00529183833576855
2012-08-26,0.005272765371128
2012-08-27,0.0054501900403273
2012-08-28,0.005466479266803051
2012-08-29,0.0054338919509059
2012-08-30,0.0053638744191993005
2012-08-31,0.0050512049102864
2012-09-01,0.005003266468731751
2012-09-02,0.005113058100818251
2012-09-03,0.00524856715458795
2012-09-04,0.00518200094710695
2012-09-05,0.00551276143921685
2012-09-06,0.0055803845078901005
2012-09-07,0.0055380611683226
2012-09-08,0.0055216350166569506
2012-09-09,0.0055310477466394
2012-09-10,0.00556264440239625
2012-09-11,0.00563404647764465
2012-09-12,0.0056576429541204
2012-09-13,0.00569014964436
2012-09-14,0.0058650538112215
2012-09-15,0.005859196707773249
2012-09-16,0.00594345561192285
2012-09-17,0.005954158578609
2012-09-18,0.0061298254193454
2012-09-19,0.006252427049094101
2012-09-20,0.0061835883246639505
2012-09-21,0.0061668289178843
2012-09-22,0.00610686381253655
2012-09-23,0.0060827315131502
2012-09-24,0.00605679435827
2012-09-25,0.00609120269725305
2012-09-26,0.0061599084298656
2012-09-27,0.0061593757009059
2012-09-28,0.0061907286946230496
2012-09-29,0.00620237575277615
2012-09-30,0.00619581123641145
2012-10-01,0.00619469758007015
2012-10-02,0.0064036190479251996
2012-10-03,0.00647771524722385
2012-10-04,0.00643119288895385
2012-10-05,0.0063761097095266
2012-10-06,0.0062525648568089
2012-10-07,0.0059369985426651
2012-10-08,0.00586666487405025
2012-10-09,0.00591433171770895
2012-10-10,0.0060545942390415
2012-10-11,0.0060337759041496
2012-10-12,0.006014034082407951
2012-10-13,0.0059634019146698
2012-10-14,0.005825288980420801
2012-10-15,0.00595415476344245
2012-10-16,0.00592400903448275
2012-10-17,0.00595969408036235
2012-10-18,0.0059629664222677
2012-10-19,0.0058787428985973
2012-10-20,0.0058471887758620505
2012-10-21,0.0058287057029515
2012-10-22,0.0058705389564582
2012-10-23,0.00585389086499125
2012-10-24,0.0058171761934541
2012-10-25,0.00537681491014025
2012-10-26,0.0050653097467855
2012-10-27,0.00522909314786675
2012-10-28,0.0053549810419345496
2012-10-29,0.0053153694880187
2012-10-30,0.0054296615292227
2012-10-31,0.0055730359190531995
2012-11-01,0.0053067678755114
2012-11-02,0.0105305036388077
2012-11-03,0.0053253735096435
2012-11-04,0.00539844144623025
2012-11-05,0.005370410367621249
2012-11-06,0.00543409874956165
2012-11-07,0.00547704947223845
2012-11-08,0.005446349685564
2012-11-09,0.0054079336090006
2012-11-10,0.0054316302215079
2012-11-11,0.00542092031940385
2012-11-12,0.00551567122764465
2012-11-13,0.0054990013895383
2012-11-14,0.00547947620923435
2012-11-15,0.0055875549292811
2012-11-16,0.005852522414962
2012-11-17,0.0058750211995909
2012-11-18,0.00583281551607245
2012-11-19,0.00587526467533605
2012-11-20,0.005849585158386901
2012-11-21,0.00586456758796025
2012-11-22,0.00614599897326125
2012-11-23,0.00614014380976035
2012-11-24,0.0062066021998831
2012-11-25,0.00626484474488605
2012-11-26,0.0060923131199591
2012-11-27,0.0060796376922852
2012-11-28,0.0061658299135009
2012-11-29,0.00624883082670955
2012-11-30,0.006293069463763901
2012-12-01,0.00629619343512565
2012-12-02,0.00624897237828755
2012-12-03,0.006328478918468751
2012-12-04,0.006684794790765651
2012-12-05,0.00665637511104615
2012-12-06,0.0067389622701636495
2012-12-07,0.0067386412247224005
2012-12-08,0.00674999220455875
2012-12-09,0.006673255445353601
2012-12-10,0.0134922565809468
2012-12-11,0.0068077078331385005
2012-12-12,0.00683410682130335
2012-12-13,0.00687762576037405
2012-12-14,0.0068004611263881
2012-12-15,0.0067654741443600504
2012-12-16,0.0066664305382817006
2012-12-17,0.0066600359757452
2012-12-18,0.006636016934541199
2012-12-19,0.00676927159000585
2012-12-20,0.0067850135131502
2012-12-21,0.006714484001168901
2012-12-22,0.0067136069564582
2012-12-23,0.00665905287843365
2012-12-24,0.0067133313357685504
2012-12-25,0.0066827835023378
2012-12-26,0.0067273495087668
2012-12-27,0.0066996515905903
2012-12-28,0.00672775361075395
2012-12-29,0.0066870019301578
2012-12-30,0.006722506899474
2012-12-31,0.0067727762218001
2013-01-01,0.006665685710987751
2013-01-02,0.006640303406487451
2013-01-03,0.0066920405742256
2013-01-04,0.00672586057481005
2013-01-05,0.0067297033834015
2013-01-06,0.00675224825394505
2013-01-07,0.006778030828901251
2013-01-08,0.0068901753156049
2013-01-09,0.00691047762828755
2013-01-10,0.00706158642782
2013-01-11,0.007113810561367601
2013-01-12,0.00710714282802455
2013-01-13,0.007080394133547651
2013-01-14,0.00715898516014025
2013-01-15,0.0071568188758036
2013-01-16,0.007353907023962601
2013-01-17,0.007799299869813
2013-01-18,0.0078578955619521
2013-01-19,0.0077940631998831
2013-01-20,0.0078597960686733
2013-01-21,0.00839050976037405
2013-01-22,0.0086500894193454
2013-01-23,0.00876819771142605
2013-01-24,0.00845054303609
2013-01-25,0.00870360101461135
2013-01-26,0.0087768145880304
2013-01-27,0.00893231400741085
2013-01-28,0.00939713243717125
2013-01-29,0.0097573570930742
2013-01-30,0.009868723343220349
2013-01-31,0.0102558215153419
2013-02-01,0.010221545978083
2013-02-02,0.009817950852717701
2013-02-03,0.0102894698416131
2013-02-04,0.010220243980713051
2013-02-05,0.0103296723638223
2013-02-06,0.01060428276592635
2013-02-07,0.011058882589462301
2013-02-08,0.01139368252496495
2013-02-09,0.011866930076855652
2013-02-10,0.01195014467855055
2013-02-11,0.01224863634745765
2013-02-12,0.01248986820368205
2013-02-13,0.01232082546739335
2013-02-14,0.013641194910151951
2013-02-15,0.0135856346145529
2013-02-16,0.01367308178097605
2013-02-17,0.01346362568819405
2013-02-18,0.0134644338185272
2013-02-19,0.01470681219038575
2013-02-20,0.01490990361382235
2013-02-21,0.014909034457919352
2013-02-22,0.0152363282662186
2013-02-23,0.0149032272729398
2013-02-24,0.014941424246201051
2013-02-25,0.01517601654748685
2013-02-26,0.01557776867533605
2013-02-27,0.015620130541496201
2013-02-28,0.0166876469682934
2013-03-01,0.017303128517060198
2013-03-02,0.017071757962010502
2013-03-03,0.017225870242256
2013-03-04,0.0363762652507306
2013-03-05,0.02033647699513735
2013-03-06,0.02164249809260665
2013-03-07,0.02097372035791935
2013-03-08,0.021951464457480998
2013-03-09,0.0234442933061543
2013-03-10,0.046066038459018105
2013-03-11,0.048275074577218004
2013-03-12,0.0222067726291058
2013-03-13,0.02350809542579045
2013-03-14,0.02346278127677265
2013-03-15,0.025796384486302268
2013-03-16,0.02357850784979545
2013-03-17,0.0236667498918761
2013-03-18,0.025682718195628902
2013-03-19,0.029749300555712448
2013-03-20,0.031843742749094954
2013-03-21,0.035458762502660744
2013-03-22,0.034923042270894204
2013-03-23,0.03219155818527175
2013-03-24,0.0358452121032379
2013-03-25,0.03715704462478085
2013-03-26,0.0393070987160044
2013-03-27,0.04442603995691115
2013-03-28,0.0438365869804208
2013-03-29,0.045147849679135
2013-03-30,0.046094979994155454
2013-03-31,0.0469496192115722
2013-04-01,0.051790173455581505
2013-04-02,0.0583399721205865
2013-04-03,0.065692404689077
2013-04-04,0.0665035602378725
2013-04-05,0.0713130327440095
2013-04-06,0.0715409114824665
2013-04-07,0.081426107288428
2013-04-08,0.093175580924021
2013-04-09,0.1153414983476035
2013-04-10,0.0805964448305085
2013-04-11,0.04145079251899476
2013-04-12,0.0557381865970195
2013-04-13,0.048804535935125654
2013-04-14,0.044430745699883145
2013-04-15,0.040437346582992396
2013-04-16,0.034141569363530105
2013-04-17,0.04643201845675045
2013-04-18,0.054314172546172004
2013-04-19,0.059506141619521
2013-04-20,0.0641041444465225
2013-04-21,0.059241621878141505
2013-04-22,0.06315713587989501
2013-04-23,0.0710636090265925
2013-04-24,0.07706663890225
2013-04-25,0.070504329639246
2013-04-26,0.068604800209819
2013-04-27,0.06411333480260101
2013-04-28,0.06731178478083
2013-04-29,0.0719051890962885
2013-04-30,0.0695648237726475
2013-05-01,0.058056900520163504
2013-05-02,0.0531704923486265
2013-05-03,0.04815842013705435
2013-05-04,0.056248818184541
2013-05-05,0.058244357913501
2013-05-06,0.0560592980976035
2013-05-07,0.055804606436733004
2013-05-08,0.0565680309273815
2013-05-09,0.055987266355348
2013-05-10,0.058845518441847
2013-05-11,0.057749888831385
2013-05-12,0.057442837779807
2013-05-13,0.0587022283230565
2013-05-14,0.053932783284629
2013-05-15,0.054493426212741
2013-05-16,0.0564589370251315
2013-05-17,0.0586423080070135
2013-05-18,0.059084938340152
2013-05-19,0.05851694009351251
2013-05-20,0.0589093182349505
2013-05-21,0.058626020455874
2013-05-22,0.059489086791349996
2013-05-23,0.061863078024547005
2013-05-24,0.064485540327294
2013-05-25,0.06442245762711851
2013-05-26,0.065079300555231
2013-05-27,0.0631964529514905
2013-05-28,0.062952297632963
2013-05-29,0.0647824061952075
2013-05-30,0.063256534190532
2013-05-31,0.0639082444476915
2013-06-01,0.0643955755406195
2013-06-02,0.0613133544710695
2013-06-03,0.061474593950906
2013-06-04,0.060094984365868
2013-06-05,0.060434961922852
2013-06-06,0.059526987834892
2013-06-07,0.055098865721800006
2013-06-08,0.0545892726706605
2013-06-09,0.049951801724137955
2013-06-10,0.0521787833138515
2013-06-11,0.053753760227937
2013-06-12,0.053189058153127
2013-06-13,0.0506619488603155
2013-06-14,0.04960662215078905
2013-06-15,0.04993751870251315
2013-06-16,0.04951917562828755
2013-06-17,0.050063152542373
2013-06-18,0.052144588191116496
2013-06-19,0.052208575394506
2013-06-20,0.0521617498538865
2013-06-21,0.0507084286966685
2013-06-22,0.050019754237288
2013-06-23,0.0501573722969025
2013-06-24,0.04952284161309175
2013-06-25,0.0489163943600234
