time,IssTotUSD
2010-07-18,738.224
2010-07-19,702.96
2010-07-20,676.3583457627117
2010-07-21,819.6461284628876
2010-07-22,514.5338912916426
2010-07-23,587.7508357685566
2010-07-24,515.403
2010-07-25,583.7441419637635
2010-07-26,680.4
2010-07-27,486.5627358270017
2010-07-28,468.3432352425484
2010-07-29,629.1
2010-07-30,588.3821729982469
2010-07-31,685.5898593220335
2010-08-01,730.145
2010-08-02,726.0
2010-08-03,681.1379114552896
2010-08-04,692.7417299824666
2010-08-05,664.9
2010-08-06,453.2841654003509
2010-08-07,457.2805742255989
2010-08-08,605.955
2010-08-09,668.8
2010-08-10,662.1848601694912
2010-08-11,780.55
2010-08-12,759.5
2010-08-13,693.375
2010-08-14,941.2998929865581
2010-08-15,673.9705983050844
2010-08-16,481.425
2010-08-17,451.5
2010-08-18,452.2
2010-08-19,450.225
2010-08-20,632.075
2010-08-21,574.36
2010-08-22,698.8472822910577
2010-08-23,691.2915
2010-08-24,698.75
2010-08-25,699.84
2010-08-26,672.7886966686148
2010-08-27,555.75
2010-08-28,549.1
2010-08-29,518.4
2010-08-30,484.0265
2010-08-31,552.0
2010-09-01,486.8948965517242
2010-09-02,494.52
2010-09-03,498.97
2010-09-04,562.7133965517245
2010-09-05,508.6125
2010-09-06,486.64
2010-09-07,489.9129444769136
2010-09-08,503.25
2010-09-09,412.5260527469316
2010-09-10,539.951989655173
2010-09-11,508.9669199298656
2010-09-12,544.275
2010-09-13,531.639
2010-09-14,629.1985
2010-09-15,510.38
2010-09-16,677.805
2010-09-17,624.0054704850959
2010-09-18,722.85
2010-09-19,655.215
2010-09-20,630.3326186440682
2010-09-21,538.79
2010-09-22,538.3722711864405
2010-09-23,727.1960970192868
2010-09-24,709.08
2010-09-25,641.907
2010-09-26,635.5
2010-09-27,712.1950591466982
2010-09-28,656.1813158386907
2010-09-29,507.662
2010-09-30,451.87
2010-10-01,477.19451665692577
2010-10-02,307.0
2010-10-03,372.49569783752185
2010-10-04,468.9027483927526
2010-10-05,386.82
2010-10-06,537.0255
2010-10-07,536.0
2010-10-08,650.2889325540616
2010-10-09,741.02
2010-10-10,864.6011893629459
2010-10-11,755.25
2010-10-12,735.475
2010-10-13,922.8171843366432
2010-10-14,1045.5
2010-10-15,929.25
2010-10-16,1302.9
2010-10-17,1377.0
2010-10-18,1274.88
2010-10-19,1248.5746160140277
2010-10-20,1306.8
2010-10-21,995.1
2010-10-22,789.25
2010-10-23,914.8687127410863
2010-10-24,1178.8525
2010-10-25,1412.0533118644069
2010-10-26,1819.55
2010-10-27,1999.005
2010-10-28,1895.445
2010-10-29,2118.5
2010-10-30,2489.8928486265418
2010-10-31,1722.875
2010-11-01,1721.546793103446
2010-11-02,1705.44
2010-11-03,1834.45
2010-11-04,2304.215365283456
2010-11-05,2837.2809310344887
2010-11-06,4370.707099941558
2010-11-07,4097.0
2010-11-08,3343.7886469900686
2010-11-09,2357.4087334891906
2010-11-10,2329.929771186436
2010-11-11,2442.945
2010-11-12,2266.29
2010-11-13,3077.4
2010-11-14,3571.712
2010-11-15,2684.64555815313
2010-11-16,2216.25
2010-11-17,2987.9507714786673
2010-11-18,3457.392611338397
2010-11-19,2087.175
2010-11-20,1641.4925966101705
2010-11-21,1937.25
2010-11-22,2322.75
2010-11-23,1980.65
2010-11-24,2503.715767241377
2010-11-25,2534.0
2010-11-26,2758.68
2010-11-27,2547.0
2010-11-28,2333.6846405610777
2010-11-29,2409.3463199883154
2010-11-30,2102.82
2010-12-01,2138.5
2010-12-02,2397.0
2010-12-03,2372.5177898012894
2010-12-04,2347.256022793684
2010-12-05,2424.0577095265917
2010-12-06,2458.2
2010-12-07,2789.3736095850413
2010-12-08,2841.72
2010-12-09,2229.907391788431
2010-12-10,1499.4
2010-12-11,1995.0
2010-12-12,1879.748381940385
2010-12-13,1604.616918760958
2010-12-14,2109.1995
2010-12-15,2352.0
2010-12-16,2162.154
2010-12-17,2014.043267095269
2010-12-18,1940.05
2010-12-19,2208.92
2010-12-20,2122.65
2010-12-21,2366.072822910577
2010-12-22,1962.5
2010-12-23,1812.283427966099
2010-12-24,1835.2
2010-12-25,2099.16
2010-12-26,1920.9754237288148
2010-12-27,2197.7187258912886
2010-12-28,2374.45
2010-12-29,2475.0
2010-12-30,2535.0
2010-12-31,2430.0
2011-01-01,2715.0
2011-01-02,2624.7375
2011-01-03,2301.0
2011-01-04,2107.5975
2011-01-05,2301.655526651081
2011-01-06,2100.9
2011-01-07,2624.0
2011-01-08,2744.65
2011-01-09,2632.45
2011-01-10,2645.379
2011-01-11,2808.674
2011-01-12,2661.97683763881
2011-01-13,2985.44
2011-01-14,3619.9095528930416
2011-01-15,3030.1
2011-01-16,3365.073
2011-01-17,3162.975
2011-01-18,2206.5795
2011-01-19,2644.7655
2011-01-20,3627.0
2011-01-21,3653.217
2011-01-22,3630.2931136762127
2011-01-23,3760.4
2011-01-24,3947.06
2011-01-25,3198.0
2011-01-26,3735.766167738165
2011-01-27,3369.6
2011-01-28,3511.4239509059053
2011-01-29,3533.95
2011-01-30,3721.707864406779
2011-01-31,4463.663397136178
2011-02-01,5801.582958503797
2011-02-02,5730.935091759201
2011-02-03,5551.186940970192
2011-02-04,7866.302022209236
2011-02-05,8159.459723611923
2011-02-06,7947.3
2011-02-07,9027.626905084744
2011-02-08,7711.2
2011-02-09,9754.082356516705
2011-02-10,9110.772557568673
2011-02-11,9802.845917884242
2011-02-12,10571.292183635316
2011-02-13,10395.0
2011-02-14,10486.123717124525
2011-02-15,11812.5
2011-02-16,11967.5764949152
2011-02-17,12011.112931648217
2011-02-18,9528.93269549971
2011-02-19,7599.426340970192
2011-02-20,8563.5
2011-02-21,8106.750055523088
2011-02-22,9252.790775423728
2011-02-23,10935.0
2011-02-24,10237.136002337817
2011-02-25,10289.835019725311
2011-02-26,13220.4
2011-02-27,10919.403997545294
2011-02-28,6451.656925774402
2011-03-01,5987.129797194624
2011-03-02,7895.16
2011-03-03,8733.382465634126
2011-03-04,9957.155
2011-03-05,12573.592402279364
2011-03-06,12121.36233167739
2011-03-07,9258.509769491518
2011-03-08,8097.769380216253
2011-03-09,6880.0
2011-03-10,5063.686703682057
2011-03-11,5720.0
2011-03-12,6424.708592051435
2011-03-13,5221.0665
2011-03-14,5005.979567971945
2011-03-15,4884.544
2011-03-16,5788.23932670953
2011-03-17,5819.211
2011-03-18,4811.755248392754
2011-03-19,4398.75
2011-03-20,5079.275
2011-03-21,5616.378
2011-03-22,4814.3252422267715
2011-03-23,6670.2235
2011-03-24,6630.045180596147
2011-03-25,7644.6105
2011-03-26,5900.88
2011-03-27,5877.3
2011-03-28,6675.820202454707
2011-03-29,6458.956023670365
2011-03-30,6159.709234365874
2011-03-31,7885.3305
2011-04-01,6812.168
2011-04-02,7037.91
2011-04-03,6816.25
2011-04-04,6052.0
2011-04-05,6942.2107956165955
2011-04-06,5476.0
2011-04-07,5540.43
2011-04-08,6224.917
2011-04-09,5725.672034482756
2011-04-10,6341.806497954418
2011-04-11,6276.42855698422
2011-04-12,7020.260103828167
2011-04-13,9024.104566919925
2011-04-14,7989.038129748688
2011-04-15,6688.977329982464
2011-04-16,9053.374221507886
2011-04-17,9883.09888106373
2011-04-18,8505.806505201603
2011-04-19,9125.749101110488
2011-04-20,8223.307090590311
2011-04-21,8873.940709234397
2011-04-22,12359.644720046712
2011-04-23,15728.129788544702
2011-04-24,13219.072180011692
2011-04-25,15019.042898889504
2011-04-26,17265.698678696717
2011-04-27,17414.06002030977
2011-04-28,18743.104619637656
2011-04-29,28506.0509000585
2011-04-30,33075.0
2011-05-01,27693.336603623626
2011-05-02,31520.0
2011-05-03,32933.73989608419
2011-05-04,33575.429516306285
2011-05-05,36613.91669412623
2011-05-06,37660.32387054359
2011-05-07,38961.51386236124
2011-05-08,42142.9187278492
2011-05-09,45458.87050628286
2011-05-10,51712.75307139096
2011-05-11,51949.622468614885
2011-05-12,53529.72496709526
2011-05-13,84239.01087685567
2011-05-14,84787.6503350088
2011-05-15,76174.17328988896
2011-05-16,97381.48820295151
2011-05-17,93255.01409696085
2011-05-18,97389.55241800113
2011-05-19,58910.72805683815
2011-05-20,61799.05840444182
2011-05-21,66932.80734190534
2011-05-22,84570.64610075978
2011-05-23,101033.17200765632
2011-05-24,110669.77570263016
2011-05-25,131538.59592878443
2011-05-26,129975.9004268849
2011-05-27,71214.29820902979
2011-05-28,64706.83567855059
2011-05-29,75608.58125014613
2011-05-30,67600.93697773232
2011-05-31,65411.82316481587
2011-06-01,90463.50598106367
2011-06-02,101676.22216540056
2011-06-03,144072.93241554665
2011-06-04,205102.67372998255
2011-06-05,172050.7609210988
2011-06-06,214384.44920338987
2011-06-07,197521.9669345412
2011-06-08,268526.7722720629
2011-06-09,319575.0386011109
2011-06-10,268150.8013980125
2011-06-11,185846.80750905903
2011-06-12,219604.1861179138
2011-06-13,221805.4354501754
2011-06-14,237833.03349357087
2011-06-15,271524.7896075398
2011-06-16,161364.2628813561
2011-06-17,143558.23089012253
2011-06-18,166222.73467329008
2011-06-19,195244.4922235536
2011-06-20,204875.38645879616
2011-06-21,221510.56741057875
2011-06-22,227639.3182875513
2011-06-23,210128.6014962012
2011-06-24,189115.74134658108
2011-06-25,125201.6250581532
2011-06-26,121891.99801756248
2011-06-27,141556.815122107
2011-06-28,135694.6824570424
2011-06-29,144949.28753430722
2011-06-30,154569.25955692554
2011-07-01,133386.09150292256
2011-07-02,129985.0323876975
2011-07-03,127524.79212404993
2011-07-04,117748.7729053184
2011-07-05,90105.48311776757
2011-07-06,115511.05112878412
2011-07-07,96922.24400657526
2011-07-08,117967.0609999266
2011-07-09,107142.17998988932
2011-07-10,100167.12222530694
2011-07-11,112334.72014967877
2011-07-12,98849.9719820424
2011-07-13,133427.39068988932
2011-07-14,100785.4167429576
2011-07-15,111831.76228544748
2011-07-16,107647.67249903556
2011-07-17,112694.15014289905
2011-07-18,115859.43062872556
2011-07-19,98156.04335470469
2011-07-20,101903.56291078292
2011-07-21,103449.74415803644
2011-07-22,103424.0323497514
2011-07-23,99876.54390017554
2011-07-24,116137.8759649915
2011-07-25,115775.75937448868
2011-07-26,122126.68444418463
2011-07-27,120740.5553694918
2011-07-28,104559.83083657191
2011-07-29,110800.99439900614
2011-07-30,102906.13312144924
2011-07-31,117012.92839494476
2011-08-01,107407.6892367039
2011-08-02,94049.00457971942
2011-08-03,72897.9017709819
2011-08-04,69456.84917524822
2011-08-05,68111.07771770898
2011-08-06,42481.4353885447
2011-08-07,53561.29774102865
2011-08-08,52872.29593793107
2011-08-09,71558.2462113384
2011-08-10,76389.52376832283
2011-08-11,64653.12901396845
2011-08-12,61917.106018147315
2011-08-13,65026.1608398597
2011-08-14,71325.01705897128
2011-08-15,71792.99274731165
2011-08-16,80790.94691686127
2011-08-17,74554.955581531
2011-08-18,78180.99448229135
2011-08-19,76441.59843328487
2011-08-20,87093.96121893612
2011-08-21,90835.8507258912
2011-08-22,92281.56971840997
2011-08-23,84608.64917124505
2011-08-24,72831.9767422563
2011-08-25,64436.13229668322
2011-08-26,59732.86319850967
2011-08-27,52438.635400642896
2011-08-28,52379.02511864408
2011-08-29,61831.985167153725
2011-08-30,64312.62578860311
2011-08-31,63543.426174605534
2011-09-01,53111.11673994744
2011-09-02,67247.11061449446
2011-09-03,61259.98744491521
2011-09-04,54963.25303527177
2011-09-05,59259.1936960257
2011-09-06,51691.3017184249
2011-09-07,48708.19785996497
2011-09-08,43074.26100188488
2011-09-09,38398.18322177091
2011-09-10,31539.93025689659
2011-09-11,36580.64982831675
2011-09-12,40502.68599038576
2011-09-13,41197.91526691996
2011-09-14,40861.25805423728
2011-09-15,37968.490440561094
2011-09-16,28745.45019812976
2011-09-17,31994.4137565167
2011-09-18,41370.184997779055
2011-09-19,35054.391994155485
2011-09-20,43026.65886206898
2011-09-21,40858.59273506719
2011-09-22,40515.36094786675
2011-09-23,36996.7524405903
2011-09-24,35203.38848319697
2011-09-25,36586.91093728812
2011-09-26,32654.63474430157
2011-09-27,32659.199320251282
2011-09-28,35011.102612653456
2011-09-29,29860.381114845124
2011-09-30,31376.484050964376
2011-10-01,35993.60439468143
2011-10-02,30292.728710198713
2011-10-03,36415.62523728818
2011-10-04,27758.111475862097
2011-10-05,35416.73669915253
2011-10-06,30273.064292694336
2011-10-07,29504.646722384576
2011-10-08,23688.455315224986
2011-10-09,26108.87998611921
2011-10-10,25061.019276154308
2011-10-11,18641.49890597606
2011-10-12,24997.41205493862
2011-10-13,19579.358286528324
2011-10-14,27704.652153857416
2011-10-15,25710.168355289297
2011-10-16,21477.963213413175
2011-10-17,15229.355658620709
2011-10-18,14533.64842898892
2011-10-19,14744.743841671512
2011-10-20,13547.710173728836
2011-10-21,15549.058445762736
2011-10-22,15461.8820787259
2011-10-23,16997.855021274132
2011-10-24,16020.643585154907
2011-10-25,18072.4087105494
2011-10-26,16248.405648392776
2011-10-27,15227.03913793105
2011-10-28,16693.107042080646
2011-10-29,20165.917673334334
2011-10-30,18078.59066247806
2011-10-31,21386.39329345414
2011-11-01,23782.5580713033
2011-11-02,25069.66436303329
2011-11-03,19801.977407218
2011-11-04,22932.86856294565
2011-11-05,21738.06846464058
2011-11-06,21331.588153360608
2011-11-07,19917.200736294577
2011-11-08,22771.42497729397
2011-11-09,23502.516151957883
2011-11-10,20139.749701578054
2011-11-11,18253.77731426068
2011-11-12,21632.489420748137
2011-11-13,21501.887783986007
2011-11-14,15903.20492009056
2011-11-15,19159.66895470485
2011-11-16,17190.771282510257
2011-11-17,15839.716058591492
2011-11-18,13998.688921376359
2011-11-19,13551.258839070739
2011-11-20,15744.224993950882
2011-11-21,13451.287075862065
2011-11-22,16257.21017299827
2011-11-23,15613.167902279347
2011-11-24,13779.6663516511
2011-11-25,16849.086769725323
2011-11-26,14830.79981414376
2011-11-27,14122.12022182934
2011-11-28,16136.875601417296
2011-11-29,19028.11953103448
2011-11-30,24024.93652162476
2011-12-01,28051.563995265904
2011-12-02,22632.937031911195
2011-12-03,21309.30700806545
2011-12-04,19173.919037054387
2011-12-05,22710.89019608412
2011-12-06,25866.831860242575
2011-12-07,20599.96670558151
2011-12-08,24533.41996101697
2011-12-09,21725.070847749852
2011-12-10,22096.621923085942
2011-12-11,24694.44323845704
2011-12-12,20239.57951388079
2011-12-13,21391.18349631793
2011-12-14,24136.41175853301
