time,FlowOutExUSD
2011-07-27,2593.127988587994
2011-07-28,4169.873723261878
2011-07-29,2959.211751804227
2011-07-30,470.44415950013695
2011-07-31,1394.100194795025
2011-08-01,1101.7210630355955
2011-08-02,6361.993725617789
2011-08-03,3655.6752446568416
2011-08-04,4304.663497861933
2011-08-05,3452.6658189912864
2011-08-06,2874.142210218992
2011-08-07,1577.7171629053382
2011-08-08,1192.4814492379903
2011-08-09,3465.2245141243416
2011-08-10,3961.5432020868648
2011-08-11,1246.1398598636051
2011-08-12,2051.8480394979465
2011-08-13,1812.354557663405
2011-08-14,1193.5180446344589
2011-08-15,1015.2062541865567
2011-08-16,2898.4087115126854
2011-08-17,1096.1547438355658
2011-08-18,2198.5589676338313
2011-08-19,1813.3071514425485
2011-08-20,1115.7047512293648
2011-08-21,2232.94944480664
2011-08-22,4406.542439539863
2011-08-23,839.6522050386312
2011-08-24,4004.9162613916305
2011-08-25,1135.864841078906
2011-08-26,2230.07170458214
2011-08-27,2513.1343603256287
2011-08-28,777.0397274950054
2011-08-29,355.32721907704274
2011-08-30,5020.33209309717
2011-08-31,4019.2524379030065
2011-09-01,2774.7608129622513
2011-09-02,4640.932336855943
2011-09-03,817.5749474744944
2011-09-04,1652.6841523001417
2011-09-05,4224.888197763622
2011-09-06,4323.9885552997885
2011-09-07,2603.5163403344823
2011-09-08,6768.7334101558035
2011-09-09,3248.3766123614955
2011-09-10,3986.86560152418
2011-09-11,6712.723004333673
2011-09-12,4572.680636134515
2011-09-13,18196.420878541037
2011-09-14,9543.945904016393
2011-09-15,10362.317961681492
2011-09-16,7622.576931329249
2011-09-17,15658.14280033558
2011-09-18,15364.770077559064
2011-09-19,19581.459710825435
2011-09-20,23583.554555642735
2011-09-21,24228.769280189492
2011-09-22,24601.494149963135
2011-09-23,13581.475444275944
2011-09-24,12899.541391304088
2011-09-25,20560.39825850065
2011-09-26,23445.01707288872
2011-09-27,42928.265068972505
2011-09-28,29141.06302860471
2011-09-29,4391.242457534925
2011-09-30,21927.8737085442
2011-10-01,11124.45117876905
2011-10-02,3759.0614688540504
2011-10-03,9064.444074068968
2011-10-04,8457.524472383202
2011-10-05,16736.93265606287
2011-10-06,24231.807598403448
2011-10-07,19600.620317494126
2011-10-08,3446.696632128828
2011-10-09,7773.954334849697
2011-10-10,12453.955286098488
2011-10-11,10932.024625204616
2011-10-12,15261.575930805311
2011-10-13,7614.589275286434
2011-10-14,11582.773021975392
2011-10-15,7459.387840594654
2011-10-16,8354.592919935822
2011-10-17,7874.781531013611
2011-10-18,10885.636891670303
2011-10-19,4768.9384343803895
2011-10-20,3895.822043462792
2011-10-21,4667.897472725303
2011-10-22,7901.619671289856
2011-10-23,7011.927017739436
2011-10-24,13273.383528825045
2011-10-25,10020.787185370644
2011-10-26,6784.295664951249
2011-10-27,17521.88591409493
2011-10-28,4604.031553882786
2011-10-29,9033.567893741805
2011-10-30,10757.326179867008
2011-10-31,4986.964849717098
2011-11-01,5651.470485418015
2011-11-02,7440.733661238351
2011-11-03,6405.616820943893
2011-11-04,12318.800811426589
2011-11-05,7547.491594147074
2011-11-06,3340.754805414163
2011-11-07,6530.84702189207
2011-11-08,13363.78937293178
2011-11-09,7856.008706990219
2011-11-10,14791.377437793148
2011-11-11,14663.549794917017
2011-11-12,5259.983321596151
2011-11-13,8332.146283857071
2011-11-14,9732.586505823849
2011-11-15,9047.33780716107
2011-11-16,13664.665842770763
2011-11-17,11182.11362797519
2011-11-18,13573.68256387942
2011-11-19,20275.53463806231
2011-11-20,9123.239592349319
2011-11-21,19722.39060248944
2011-11-22,15283.563999582044
2011-11-23,10181.780241913573
2011-11-24,11905.02600961842
2011-11-25,7930.181331758648
2011-11-26,5446.541754761537
2011-11-27,3197.246025838756
2011-11-28,7363.79840268428
2011-11-29,24804.459267811482
2011-11-30,12850.989955103349
2011-12-01,12299.312002131515
2011-12-02,10363.677888484946
2011-12-03,5623.310193314064
2011-12-04,10797.22069036062
2011-12-05,11130.644627381413
2011-12-06,18332.353598684116
2011-12-07,30990.051856420367
2011-12-08,14742.143402418744
2011-12-09,8710.575332393237
2011-12-10,7191.928369236606
2011-12-11,29969.02511853112
2011-12-12,12537.99174160694
2011-12-13,6499.904877489138
2011-12-14,7509.468761539411
2011-12-15,9380.6978327973
2011-12-16,15648.17184242294
2011-12-17,5976.6184489931975
2011-12-18,3306.8410826615996
2011-12-19,34604.333142784395
2011-12-20,13987.4318156114
2011-12-21,16787.132369869076
2011-12-22,12871.694233183192
2011-12-23,6979.0107636053835
2011-12-24,6641.427072832443
2011-12-25,11341.68767513965
2011-12-26,12280.17033194283
2011-12-27,14672.63521853232
2011-12-28,16319.44161596164
2011-12-29,22418.560143432896
2011-12-30,8276.903096288557
2011-12-31,13527.614352272012
2012-01-01,15430.149757102865
2012-01-02,28999.25525393326
2012-01-03,30497.16587853737
2012-01-04,30262.910774483687
2012-01-05,56094.449734813505
2012-01-06,56409.082536614485
2012-01-07,20427.271931276897
2012-01-08,26939.841185342477
2012-01-09,23529.876606624806
2012-01-10,16612.589766378784
2012-01-11,24436.26816308004
2012-01-12,27663.044697995378
2012-01-13,20157.015628553727
2012-01-14,83095.0649032869
2012-01-15,12088.84232206394
2012-01-16,39358.37668818401
2012-01-17,27014.91177413802
2012-01-18,34986.95157576579
2012-01-19,31589.747607822825
2012-01-20,32499.566403218992
2012-01-21,16630.71535832948
2012-01-22,4843.222347011711
2012-01-23,42270.0916267918
2012-01-24,24638.73463674011
2012-01-25,26818.48786776928
2012-01-26,24985.794231355947
2012-01-27,26554.627625073852
2012-01-28,21474.168686736644
2012-01-29,10686.976305550015
2012-01-30,9626.887280036666
2012-01-31,32221.461763105974
2012-02-01,36597.66079768365
2012-02-02,24752.11844579428
2012-02-03,17709.247274640587
2012-02-04,16125.733704324912
2012-02-05,23749.685898378768
2012-02-06,14804.894826179816
2012-02-07,28259.59301645196
2012-02-08,34702.65121137624
2012-02-09,23403.93409400802
2012-02-10,21508.079699849834
2012-02-11,19639.823288109554
2012-02-12,23628.917242215768
2012-02-13,45242.07974272294
2012-02-14,38816.88202274929
2012-02-15,679136.1481211009
2012-02-16,14998.899103554579
2012-02-17,17350.390976730498
2012-02-18,13081.256606074
2012-02-19,11400.62203588482
2012-02-20,39669.17881469372
2012-02-21,16276.793887310936
2012-02-22,20876.672941702534
2012-02-23,33243.74094532923
2012-02-24,33000.087812413316
2012-02-25,14186.777740630492
2012-02-26,10411.787483671245
2012-02-27,38498.3591861334
2012-02-28,16538.935781343534
2012-02-29,25510.514185926088
2012-03-01,239367.83878426175
2012-03-02,25552.802957728483
2012-03-03,21139.953804886463
2012-03-04,13160.533780448552
2012-03-05,28895.270727594332
2012-03-06,41782.1769000121
2012-03-07,21694.66324896327
2012-03-08,10661.406746596163
2012-03-09,22233.88833108752
2012-03-10,20091.382337676463
2012-03-11,17176.60561599496
2012-03-12,28691.67562877669
2012-03-13,36838.13173247993
2012-03-14,25513.594298994096
2012-03-15,37078.58227548258
2012-03-16,25350.299089318145
2012-03-17,18032.155390163443
2012-03-18,57640.82745745745
2012-03-19,26644.402319236575
2012-03-20,23420.019967052976
2012-03-21,27636.0725296924
2012-03-22,38504.050103493435
2012-03-23,16878.470261076945
2012-03-24,15168.5585121521
2012-03-25,16408.08545142369
2012-03-26,32489.837127551415
2012-03-27,42343.5116224912
2012-03-28,37364.54236471251
2012-03-29,39520.60518967376
2012-03-30,33171.09947137216
2012-03-31,22498.830992787836
2012-04-01,13367.392963622257
2012-04-02,59996.351448863235
2012-04-03,23602.913551419697
2012-04-04,197683.67520699336
2012-04-05,30657.668755677456
2012-04-06,21075.63641539592
2012-04-07,19454.773207011585
2012-04-08,14276.64141551895
2012-04-09,23656.24457795587
2012-04-10,61441.741573170635
2012-04-11,28384.660026901936
2012-04-12,112042.652361711
2012-04-13,98928.01918693125
2012-04-14,32452.80314415679
2012-04-15,8750.592926478586
2012-04-16,65829.807176476
2012-04-17,29074.203802986754
2012-04-18,56960.76786845376
2012-04-19,82269.71295566464
2012-04-20,46145.06337891215
2012-04-21,24478.512712982443
2012-04-22,18875.607850045115
2012-04-23,69991.31581757138
2012-04-24,34886.65013646883
2012-04-25,53873.66247644749
2012-04-26,58964.32114863667
2012-04-27,26984.614681504627
2012-04-28,69926.22469338638
2012-04-29,14859.072958418352
2012-04-30,18727.81087089612
2012-05-01,24351.696155868103
2012-05-02,89161.17920800121
2012-05-03,28646.797416896312
2012-05-04,43125.452579028984
2012-05-05,45439.92352179073
2012-05-06,13432.475581794011
2012-05-07,42687.9318954956
2012-05-08,57336.900415081946
2012-05-09,61199.19083021794
2012-05-10,74683.13763851067
2012-05-11,166565.4851707451
2012-05-12,21002.196692286598
2012-05-13,26753.542833852025
2012-05-14,36830.245519489356
2012-05-15,88824.69907461225
2012-05-16,40643.87451482992
2012-05-17,28866.505103929143
2012-05-18,40447.97632822303
2012-05-19,14994.127853494443
2012-05-20,21350.020699087196
2012-05-21,83068.99075161526
2012-05-22,33642.44825754966
2012-05-23,43119.608003901485
2012-05-24,18356.71670214788
2012-05-25,68847.21472077859
2012-05-26,30416.269909776292
2012-05-27,59286.31520302611
2012-05-28,49863.495834697525
2012-05-29,54549.417756981704
2012-05-30,50425.972276220025
2012-05-31,41504.29896221176
2012-06-01,29811.17240719511
2012-06-02,77473.11893884043
2012-06-03,11012.006688400308
2012-06-04,34725.52584357813
2012-06-05,57943.19817178692
2012-06-06,42620.29127704436
2012-06-07,43634.021493038985
2012-06-08,30136.882913173216
2012-06-09,90527.20938610869
2012-06-10,77955.64772324261
2012-06-11,109675.8347667496
2012-06-12,52760.68604423465
2012-06-13,87514.30265251204
2012-06-14,73916.53606608062
2012-06-15,41791.96799281813
2012-06-16,103080.83680108342
2012-06-17,45349.7364609798
2012-06-18,46484.33293620339
2012-06-19,69275.80687285152
2012-06-20,50929.64426283094
2012-06-21,52865.96701110143
2012-06-22,126279.62062357616
2012-06-23,40773.16211678303
2012-06-24,114932.9191270608
2012-06-25,55958.40211247927
2012-06-26,135898.9954631472
2012-06-27,103430.07755385838
2012-06-28,41827.00703599343
2012-06-29,111543.20384479254
2012-06-30,25506.11382581792
2012-07-01,54629.70496820725
2012-07-02,219641.84314342804
2012-07-03,97176.76530588762
2012-07-04,70697.73161846938
2012-07-05,67949.11084589377
2012-07-06,78719.140904421
2012-07-07,37840.463348762154
2012-07-08,37452.31633231202
2012-07-09,145857.0383242599
2012-07-10,71733.44530523504
2012-07-11,30045.765956986314
2012-07-12,82263.00214572088
2012-07-13,58209.18758233984
2012-07-14,29759.520512984927
2012-07-15,60353.71439290107
2012-07-16,147968.50021024342
2012-07-17,158141.78344378847
2012-07-18,142674.82538318617
2012-07-19,70308.5598557842
2012-07-20,128710.8620196972
2012-07-21,75962.4626342754
2012-07-22,43661.554197798425
2012-07-23,159847.82150646375
2012-07-24,88259.98544150425
2012-07-25,95317.23681364846
2012-07-26,54361.256013650986
2012-07-27,64425.30261188196
2012-07-28,30915.878490973875
2012-07-29,33271.148147300504
2012-07-30,162970.54612330807
2012-07-31,151907.29840339214
2012-08-01,105759.58956899852
2012-08-02,144869.27489710363
2012-08-03,96666.97688490596
2012-08-04,49698.65599049071
2012-08-05,109260.51803083192
2012-08-06,71157.36706374906
2012-08-07,88022.74940682796
2012-08-08,59547.23884199176
2012-08-09,101399.23223862443
2012-08-10,121506.37354829932
2012-08-11,48776.715444508605
2012-08-12,26248.69198259523
2012-08-13,105731.9160523298
2012-08-14,79620.78157021715
2012-08-15,92830.40834907704
2012-08-16,117963.93475638624
2012-08-17,100100.7826558898
2012-08-18,110236.57021183267
2012-08-19,75435.4377572317
2012-08-20,177086.0030843894
2012-08-21,92596.85796966508
2012-08-22,104147.25731558473
2012-08-23,55955.50711220799
2012-08-24,77568.52663091684
2012-08-25,31396.68204518987
2012-08-26,47914.33027083814
2012-08-27,77170.62720687693
2012-08-28,130205.0723229694
2012-08-29,97114.83947655112
2012-08-30,46565.71986477431
2012-08-31,63683.830056856605
2012-09-01,41755.30546831368
2012-09-02,47513.020641617055
2012-09-03,46161.74403620867
2012-09-04,67630.33032212114
2012-09-05,79533.98317387712
2012-09-06,86062.24987460332
2012-09-07,74926.94485586474
2012-09-08,76885.0913485148
2012-09-09,57644.07697166658
2012-09-10,69180.71503750094
2012-09-11,145434.66320301525
2012-09-12,71318.52286214585
2012-09-13,79193.17934351997
2012-09-14,77834.62445714494
2012-09-15,45447.40646582496
2012-09-16,92875.46988774223
2012-09-17,94727.49063319973
2012-09-18,149725.10339077716
2012-09-19,120255.32865354848
2012-09-20,103406.52111614918
2012-09-21,170718.0187995072
2012-09-22,42471.55287518344
2012-09-23,53306.42811093938
2012-09-24,173733.7091722572
2012-09-25,97657.9573445002
2012-09-26,88186.15524501816
2012-09-27,96831.95251869728
2012-09-28,103212.47861253603
2012-09-29,57844.17625324391
2012-09-30,55166.2261843807
2012-10-01,175785.45151114
2012-10-02,188029.5221155308
2012-10-03,234784.44936650828
2012-10-04,152715.24155731447
2012-10-05,119764.07938532167
2012-10-06,74565.18158111665
2012-10-07,92833.77174230214
2012-10-08,262248.55096548883
2012-10-09,119388.52811032344
2012-10-10,128098.6312329246
2012-10-11,114980.64267495516
2012-10-12,153125.24364157772
2012-10-13,148435.6319745349
2012-10-14,46620.67082260252
2012-10-15,75674.6457142035
2012-10-16,127142.55076499488
2012-10-17,205630.99802172044
2012-10-18,85296.22774553343
2012-10-19,129033.64975356468
2012-10-20,85319.4053671953
2012-10-21,90724.19673907453
2012-10-22,190760.32195356447
2012-10-23,121496.76977701538
2012-10-24,139168.1373309526
2012-10-25,229804.3104001486
2012-10-26,148576.57609590612
2012-10-27,51255.78629310095
2012-10-28,115551.97125726475
2012-10-29,107525.48171615608
2012-10-30,122681.33926522204
2012-10-31,80118.97846165318
2012-11-01,107401.63906879748
2012-11-02,121452.86489985626
2012-11-03,51953.9836535114
2012-11-04,118528.87831139138
2012-11-05,158076.23968650392
2012-11-06,98930.80282914183
2012-11-07,149829.6138724189
2012-11-08,207784.62364058537
2012-11-09,92685.68400853287
2012-11-10,99775.87766632049
2012-11-11,156745.72574113336
2012-11-12,119942.56888681886
2012-11-13,87734.01629397889
2012-11-14,74217.0138035349
2012-11-15,114967.59713046985
2012-11-16,158552.95291923056
2012-11-17,56696.19176156491
2012-11-18,76822.70806131927
2012-11-19,144565.1472431234
2012-11-20,97710.95642812877
2012-11-21,99589.1044819146
2012-11-22,185854.78841478488
2012-11-23,135546.50218961216
2012-11-24,93772.5906898163
2012-11-25,62076.01074687842
2012-11-26,173703.34995971696
2012-11-27,169479.4735985853
2012-11-28,149662.72969053593
2012-11-29,173959.91972081998
2012-11-30,158109.44758887927
2012-12-01,68051.13841933552
2012-12-02,56823.27547303662
2012-12-03,142504.16680384835
2012-12-04,222746.37301134496
2012-12-05,190855.68946156776
2012-12-06,100330.64748972404
2012-12-07,243823.2115264203
2012-12-08,67112.7205001794
2012-12-09,57283.55170774108
2012-12-10,130021.92989630958
2012-12-11,106826.87262753134
2012-12-12,150462.9289945718
2012-12-13,127219.12068033872
2012-12-14,183496.65644865335
2012-12-15,102956.04046181764
2012-12-16,79712.3352667805
2012-12-17,156558.56545331667
2012-12-18,140897.2277518643
2012-12-19,365433.28378124913
2012-12-20,135748.6901605016
2012-12-21,137012.32904219092
2012-12-22,71447.71463946706
2012-12-23,56423.6442909962
2012-12-24,74637.0092803014
2012-12-25,48080.541928976534
2012-12-26,68541.22569952044
2012-12-27,118001.62025348523
2012-12-28,161271.9582971258
2012-12-29,45503.95781785546
2012-12-30,75991.79993299306
2012-12-31,62853.61835920725
2013-01-01,53108.8071060735
2013-01-02,94752.69358656342
2013-01-03,96621.50602452504
2013-01-04,90045.97617836749
2013-01-05,100235.1845850704
2013-01-06,122705.3161019058
2013-01-07,124579.77854982505
2013-01-08,185087.13263127816
2013-01-09,105119.78483729136
2013-01-10,108701.92282983432
2013-01-11,123002.91481973932
2013-01-12,66563.8412349883
2013-01-13,93153.1334065879
2013-01-14,157619.72457863105
2013-01-15,161024.11792163723
2013-01-16,219442.17896240193
2013-01-17,171287.36353702017
2013-01-18,226463.9509970864
2013-01-19,96636.30959076349
2013-01-20,125385.35591246263
2013-01-21,353952.4347581461
2013-01-22,211448.63548131273
2013-01-23,226237.60934113755
2013-01-24,341718.4906805511
2013-01-25,225294.22758417335
2013-01-26,155699.02740484357
2013-01-27,114245.81797795404
2013-01-28,164370.81603552995
2013-01-29,287151.76783117047
2013-01-30,178403.48154788103
2013-01-31,208718.1643534702
2013-02-01,276432.8728382056
2013-02-02,181544.9246456044
2013-02-03,206439.0711603546
2013-02-04,232938.71258279216
2013-02-05,165554.47650884208
2013-02-06,404724.0874851785
2013-02-07,180838.0085218552
2013-02-08,273707.2126526943
2013-02-09,117686.2128559349
2013-02-10,138729.24685630956
2013-02-11,416554.86425513966
2013-02-12,289152.9565280487
2013-02-13,258524.6910231104
2013-02-14,489273.6683491928
2013-02-15,310076.01948167314
2013-02-16,217346.32546789697
2013-02-17,198615.70543732823
2013-02-18,234333.5551029582
2013-02-19,392814.8112700691
2013-02-20,296644.68447567587
2013-02-21,423237.5460704226
2013-02-22,570237.7766740622
2013-02-23,267963.80877405044
2013-02-24,293152.9169211974
2013-02-25,298160.5546307279
2013-02-26,339231.9128637283
2013-02-27,378948.0079260217
2013-02-28,456733.94805841136
2013-03-01,239775.14499646277
2013-03-02,203680.47236644337
2013-03-03,150114.9818905481
2013-03-04,574809.7117749157
2013-03-05,769241.7106466893
2013-03-06,551851.4701876452
2013-03-07,919570.1707453008
2013-03-08,673542.0371349705
2013-03-09,351330.5272694709
2013-03-10,459359.1910783331
2013-03-11,814858.8184705399
2013-03-12,606060.7696589816
2013-03-13,948928.9057455722
2013-03-14,733655.4739167559
2013-03-15,550020.0872344925
2013-03-16,369426.9374322547
2013-03-17,308484.85609810526
2013-03-18,770461.1083532684
2013-03-19,1528718.2666845005
2013-03-20,1047708.3801509916
2013-03-21,1700913.7702871396
2013-03-22,920175.2494914805
2013-03-23,926596.9206380523
2013-03-24,630497.0090663922
2013-03-25,1175937.5308522575
2013-03-26,971310.2526512326
2013-03-27,1743209.6666227004
2013-03-28,1521739.7676732123
2013-03-29,1474443.686078559
2013-03-30,1055508.7133075516
2013-03-31,885449.3578251703
2013-04-01,2079182.0218407863
2013-04-02,5576938.475059848
2013-04-03,5917569.242305803
2013-04-04,3418972.6428454546
2013-04-05,2739730.039450211
2013-04-06,4375564.79651996
2013-04-07,2917206.3672127374
2013-04-08,3436843.6116663837
2013-04-09,5022521.811530198
2013-04-10,6617558.43257434
2013-04-11,4385097.152988135
2013-04-12,5398507.373610399
2013-04-13,2142246.3915669653
2013-04-14,1001699.1996492184
2013-04-15,1888356.6221983128
2013-04-16,2568372.0126844966
2013-04-17,2909515.6234717006
2013-04-18,2187614.2988664163
2013-04-19,2409757.8714755434
2013-04-20,1986245.5283097804
2013-04-21,2135312.028811731
2013-04-22,2148846.343206098
2013-04-23,1705841.5990001883
2013-04-24,3513156.1095306263
2013-04-25,3139191.248766109
2013-04-26,2030173.3197129432
2013-04-27,1778038.6457831776
2013-04-28,1038709.0380017404
2013-04-29,2306067.0406018374
2013-04-30,1933854.1857448055
2013-05-01,2187009.797942961
2013-05-02,2521081.042920308
2013-05-03,2557467.6388093326
2013-05-04,1472943.538111827
2013-05-05,1318605.5487042414
2013-05-06,2446405.295413371
2013-05-07,1372743.9430338945
2013-05-08,1905711.4453965095
2013-05-09,1105393.737329828
2013-05-10,2339027.9419780048
2013-05-11,948433.1125881408
2013-05-12,1067415.3017066575
2013-05-13,1077501.7682161552
2013-05-14,1774821.7723035535
2013-05-15,1684859.1919187745
2013-05-16,2023978.5416242213
2013-05-17,1547368.205447845
2013-05-18,1457294.4591005356
2013-05-19,1084714.789332155
2013-05-20,832223.6133832881
2013-05-21,1227070.690453144
2013-05-22,1432980.590467622
2013-05-23,1887766.1954723408
2013-05-24,3068966.654027719
2013-05-25,917710.0683318176
2013-05-26,864848.330985421
2013-05-27,1260652.7185806131
2013-05-28,1333773.7363588463
2013-05-29,996601.6201322833
2013-05-30,1343587.5233502495
2013-05-31,1663623.2692512893
2013-06-01,769839.9964218142
2013-06-02,1703528.2670012703
2013-06-03,2072804.4052579447
2013-06-04,1670987.856041756
2013-06-05,1173626.263910995
2013-06-06,1783112.4757057945
2013-06-07,1703676.5332895652
2013-06-08,1085863.6390277264
2013-06-09,2157268.7160343225
2013-06-10,1341594.9574887725
2013-06-11,1136281.305922344
2013-06-12,1445205.4653167408
2013-06-13,1437251.9414477376
2013-06-14,1133715.828611658
2013-06-15,906420.442607118
2013-06-16,803049.4410915248
2013-06-17,976627.0182197939
2013-06-18,1199979.3780920254
2013-06-19,961342.0933728883
2013-06-20,1235780.6924329463
2013-06-21,1927299.6263171325
2013-06-22,1885846.1451386337
2013-06-23,1075058.7019078918
2013-06-24,1997795.866007454
2013-06-25,1452054.2964735413
2013-06-26,959463.6911924912
2013-06-27,1060708.5583342186
2013-06-28,1653411.1317300817
2013-06-29,723073.4364555089
2013-06-30,1320110.9303624313
2013-07-01,2425576.140936374
2013-07-02,1423669.1269306731
2013-07-03,1840204.1061303788
2013-07-04,1519628.543514195
2013-07-05,1240365.2400589252
2013-07-06,1778572.2275810095
2013-07-07,456425.0770371419
2013-07-08,1168894.8925511169
2013-07-09,1459116.3533381873
2013-07-10,1944155.156239992
2013-07-11,1411178.9066854415
2013-07-12,2368291.487794068
2013-07-13,1140596.0935201668
2013-07-14,997773.12033843
2013-07-15,1572265.140617575
2013-07-16,1259621.716200817
2013-07-17,1071715.6225723552
2013-07-18,1800047.0989738433
2013-07-19,967252.8597411845
2013-07-20,701480.3632460088
2013-07-21,722777.149418674
2013-07-22,1299643.888331005
2013-07-23,1175042.0137634303
2013-07-24,1345229.832493588
2013-07-25,1073400.5708787648
2013-07-26,1207722.475894096
2013-07-27,726035.4568472767
2013-07-28,988740.0002177404
2013-07-29,1804927.9185581617
2013-07-30,1552541.7336815333
2013-07-31,1718863.622043493
2013-08-01,1106522.259268228
2013-08-02,1941182.166860381
2013-08-03,1411243.3634049422
2013-08-04,470670.69882286247
2013-08-05,1368522.9725962114
2013-08-06,1226081.814256871
2013-08-07,1420129.4557918597
2013-08-08,1364138.457387372
2013-08-09,1511377.2452064245
2013-08-10,1441914.7665415315
2013-08-11,662002.3772584529
2013-08-12,937895.3807475354
2013-08-13,1658740.7972834953
2013-08-14,1576518.2108665872
2013-08-15,1037656.5564801204
2013-08-16,1676534.2458142098
2013-08-17,1189077.8182448023
2013-08-18,1047581.3542852727
2013-08-19,2618705.639849084
2013-08-20,1807256.7914112168
2013-08-21,3082820.0677224393
2013-08-22,1589203.4784300297
2013-08-23,2299586.1733670183
2013-08-24,622555.4430132288
2013-08-25,922812.0673341709
2013-08-26,2003142.8592517064
2013-08-27,2377470.8989578914
2013-08-28,1923499.2165044567
2013-08-29,1862826.0256991847
2013-08-30,2373055.851430146
2013-08-31,1715033.5337416842
2013-09-01,1060085.6592095708
2013-09-02,1324443.973168246
2013-09-03,2440703.365742988
2013-09-04,2766970.076301731
2013-09-05,2156338.508161026
2013-09-06,2033982.054997954
2013-09-07,1554670.6016469733
2013-09-08,771507.405858508
2013-09-09,1296011.8983939895
2013-09-10,2361294.3777872473
2013-09-11,2634036.2208504365
2013-09-12,1869188.0734880413
2013-09-13,1806284.9820874748
2013-09-14,981146.7372573311
2013-09-15,1025222.4998006246
2013-09-16,1914755.4256070864
2013-09-17,2082207.47041884
2013-09-18,2047070.1968704904
2013-09-19,1624439.0100830223
2013-09-20,2031452.197800055
2013-09-21,1038154.5348579456
2013-09-22,730657.1706524738
2013-09-23,1728922.573742377
2013-09-24,1885948.2308826707
2013-09-25,2480902.6570090186
2013-09-26,1571554.8523083185
2013-09-27,3000225.616809988
2013-09-28,2127589.427837266
2013-09-29,1452343.4813512682
2013-09-30,2675982.9128861935
2013-10-01,3250253.2204521634
2013-10-02,4170036.799785211
2013-10-03,2823047.8064910537
2013-10-04,2111042.1179752797
2013-10-05,1342459.4666190576
2013-10-06,963012.0059957008
2013-10-07,1780901.822856159
2013-10-08,2828320.098290805
2013-10-09,2697274.1976654846
2013-10-10,3667659.7172417054
2013-10-11,2308915.3766521974
2013-10-12,2111964.997238928
2013-10-13,2339541.5787493964
2013-10-14,5264720.168595751
2013-10-15,3767872.560475384
2013-10-16,3491337.1122445576
2013-10-17,3556962.704881602
2013-10-18,3715489.9265443063
2013-10-19,4928057.59117939
2013-10-20,4174713.380961896
2013-10-21,8139187.748407151
2013-10-22,9197914.74903168
2013-10-23,6916852.592410081
2013-10-24,7500304.266027373
2013-10-25,3595579.592579556
2013-10-26,1534606.6900603117
2013-10-27,2421729.2189709577
2013-10-28,2764082.612329467
2013-10-29,4499652.930836386
2013-10-30,5048234.407285447
2013-10-31,3580333.50254582
2013-11-01,1988375.9398082003
2013-11-02,1507215.523329357
